segment,sub_segment_group,organization,sub_segment,location,website,likely_needs,buying_trigger,source_url,verified
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Akbar Brothers,Tea exporter,Colombo,akbar.com,"Tea-bag envelopes, cartons, gift packs, labels",Largest SL tea exporter since 1992,https://www.akbar.com/about/,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",George Steuart Teas,Tea exporter,Colombo,georgesteuartteas.com,"Gift tins/labels, cartons, sachets","Oldest business house, expanding",https://samleyteas.lk/blogs/top-tea-exporters-in-sri-lanka.html,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Heladiv (HVA Foods PLC),Tea brand,Colombo,heladiv.com,"Cartons, sachets, gift packs",Listed tea company,https://en.wikipedia.org/wiki/Heladiv,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Empire Teas,Tea exporter,Colombo,empiretea.lk,"Cartons, gift packs, labels",Top-10 exporter by value,https://samleyteas.lk/blogs/top-tea-exporters-in-sri-lanka.html,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Jafferjee Brothers,Tea exporter,Colombo,jafferjee.com,"Cartons, labels, gift packs",Top-10 exporter; 60+ years,https://samleyteas.lk/blogs/top-tea-exporters-in-sri-lanka.html,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Anverally & Sons,Tea exporter,Colombo,anverally.com,"Cartons, labels, sachets",Top-10 exporter; century-old firm,https://samleyteas.lk/blogs/top-tea-exporters-in-sri-lanka.html,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Stassen Exports,Tea exporter,Colombo,stassengroup.com,"Cartons, labels, gift packs",Top-10 exporter by value,https://samleyteas.lk/blogs/top-tea-exporters-in-sri-lanka.html,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Mabroc Teas,Tea exporter,Colombo,mabrocteas.com,"Cartons, sachets, gift packs",Top-10 exporter by value,https://samleyteas.lk/blogs/top-tea-exporters-in-sri-lanka.html,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Uniworld Teas,Tea exporter,Colombo,—,"Cartons, labels, sachets",Top-10 exporter by value,https://samleyteas.lk/blogs/top-tea-exporters-in-sri-lanka.html,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Spa Ceylon,Ayurveda gifts,Colombo,spaceylon.com,"Rigid gift boxes, sleeves, labels, tissue, bags",20+ countries; dedicated gift collections,https://lk.spaceylon.com/collections/gifts,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Siddhalepa,Ayurveda gifts,Mount Lavinia,siddhalepa.com,"Gift boxes, cartons, labels, leaflets",Leading Ayurveda souvenir brand; One Galle Face store,https://tuktukrental.com/guide-to-buying-souvenirs-sri-lanka/,yes
"Apparel, industrial & manufacturing","Jewellery, gems and tea/souvenir gift brands",Luv SL (Odel),Souvenir brand,Colombo,odel.lk,"Tags, gift boxes, carrier bags, labels",Odel's dedicated souvenir line for artisans,https://www.timeout.com/sri-lanka/shopping/gift-shopping,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Cinnamon Hotels & Resorts (John Keells Hotels),Hotel chain,Colombo,cinnamonhotels.com,"Menus, key-card sleeves, in-room collateral, event signage, annual report",Cinnamon Life (City of Dreams) opened Aug 2025; multi-property group,https://en.wikipedia.org/wiki/John_Keells_Hotels,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Jetwing Hotels,Hotel chain,Negombo,jetwinghotels.com,"Menus, brochures, spa/room collateral, wedding stationery",Upgrading properties and adding new villas in 2026,https://www.jetwinghotels.com/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Aitken Spence Hotels (Heritance),Hotel chain,Colombo,aitkenspencehotels.com,"Menus, brochures, banners, annual report (listed PLC)",Second-largest hotel owner; plans additional hotels,https://en.wikipedia.org/wiki/Aitken_Spence_Hotel_Holdings,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Hayleys Leisure PLC (Amaya Resorts & Spas),Hotel chain,Colombo,hayleys.com/sectors/leisure,"Menus, room collateral, signage, annual report","10-property portfolio of city hotels, resorts, villas",https://www.hayleys.com/sectors/leisure/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Resplendent Ceylon,Boutique resorts,Colombo,resplendentceylon.com,"Luxury menus, guest journals, tea packaging, brochures",Ahu Bay opened 2023; Wild Coast Tented Lodge; ongoing demand,https://secrettrips.com/six-of-the-best/six-of-the-best-boutique-hotels-in-sri-lanka/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Teardrop Hotels,Boutique hotels,Colombo / Galle,teardrop-hotels.com,"Menus, welcome cards, brochures, tea-bungalow collateral",9-hotel collection; ongoing demand,https://www.teardrop-hotels.com/hotels/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Uga Escapes (Uga Resorts),Boutique hotels,Colombo,ugaresorts.com,"Menus, brochures, amenity packaging",Multi-property boutique collection; ongoing demand,https://www.ugaresorts.com/hotels/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Otherland Galle,Lifestyle hotel,Galle,—,"Full pre-opening set: menus, signage, key-card sleeves, brochures",66-key oceanfront hotel scheduled to open June 2026,https://www.journeyscapes.com/travel-blog/sri-lanka-luxury-travel-2026-villas-resorts-safaris/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Radisson Blu Resort Galle,Resort,Galle,radissonhotels.com,"New restaurant menus, signage, launch collateral",Yazu by the Beach restaurant opening 2026,https://www.dailymirror.lk/business-news/Yazu-set-to-make-Sri-Lankan-debut-at-Radisson-Blu-Resort-Galle-in-2026/273-334668,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Sheraton Colombo Hotel,City hotel,Colombo,marriott.com,"Menus, banquet collateral, signage",320-room hotel opened 2024; ongoing demand,https://www.hotelierindia.com/operations/the-second-sheraton-opens-in-sri-lanka,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Hyatt Regency / Grand Hyatt Colombo,City hotel,Colombo,hyatt.com,"Pre-opening collateral, signage, menus",First Hyatt-branded hotel in Sri Lanka announced; under development,https://www.journaldespalaces.com/en/pressrelease-38998-hyatt-announces-plans-for-a-hyatt-regency-hotel-in-colombo.html,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Taj Hotels (Taj Samudra; Weligama resort),Hotel chain,Colombo / Weligama,tajhotels.com,"Menus, brochures, pre-opening signage",220-key beachfront resort under construction in Weligama,https://www.journeyscapes.com/travel-blog/sri-lanka-luxury-travel-2026-villas-resorts-safaris/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Galle Face Hotel,Heritage hotel,Colombo,gallefacehotel.com,"Menus, heritage brochures, event stationery",Ongoing demand,https://en.wikipedia.org/wiki/Galle_Face_Hotel,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Galadari Hotel Colombo,City hotel,Colombo,galadarihotel.lk,"Banquet/AGM collateral, menus, signage","Hosts corporate AGMs (e.g., Commercial Bank AGM 31 Mar 2026)",https://www.marketscreener.com/news/commercial-bank-of-ceylon-annual-report-2025-ce7e5fdedf80f523,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Hilton Colombo,City hotel,Colombo,hilton.com,"Menus, event collateral, signage",Ongoing demand,https://en.wikipedia.org/wiki/Category:Hospitality_companies_of_Sri_Lanka,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Citrus Leisure PLC,Hotel chain,Colombo,citrusleisure.com,"Menus, brochures, annual report",Listed hotel chain; ongoing demand,https://en.wikipedia.org/wiki/Category:Hotel_chains_in_Sri_Lanka,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Ceylon Hotels Corporation PLC,Hotel group,Colombo,—,"Menus, brochures, annual report",Listed hotel group; ongoing demand,https://en.wikipedia.org/wiki/Category:Hospitality_companies_of_Sri_Lanka,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Hunas Falls Hotel,Resort,Kandy,—,"Menus, brochures, signage",Ongoing demand,https://en.wikipedia.org/wiki/Hunas_Falls_Hotel,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Perera & Sons,Bakery chain,Colombo,pereraandsons.com,"Cake boxes, paper bags, takeaway packaging, cups, menus",200 outlets (2024); largest food-service chain in Sri Lanka,https://en.wikipedia.org/wiki/Perera_%26_Sons,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Java Lounge,Café chain,Colombo,javalounge.lk,"Cups, sleeves, cake boxes, menus, loyalty cards",18+ cafés across 9 cities; expanding,https://javalounge.lk/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Green Cabin,Restaurant / bakery,Colombo,greencabin.lk,"Cake boxes, takeaway packaging, catering menus","Multiple outlets (Kollupitiya, Delkanda, Colombo 02, One Galle Face)",https://www.greencabin.lk/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Sponge (bakery & catering),Bakery,Colombo,—,"Cake boxes, catering menus, packaging",30+ years; custom cakes and event catering,https://wanderlog.com/place/details/1515367/sponge,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Paan Paan,Artisan bakery,Colombo,paanpaan.com,"Bread bags, boxes, labels, platter packaging",Daily bakes; sells via delivery platforms,https://paanpaan.com/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",BreadTalk Sri Lanka,Bakery chain,Colombo,breadtalk.lk,"Cake boxes, bags, labels",Ongoing demand,https://breadtalk.lk/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Harpo's Cafés & Restaurants,Restaurant group,Colombo,harposonline.com,"Menus, pizza boxes, takeaway packaging","Multiple concepts (Colombo Fort Café, Shoulders)",https://www.harposonline.com/about.php,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Ministry of Crab / Nihonbashi (Dharshan Munidasa),Restaurant group,Colombo,ministryofcrab.com,"Premium menus, gift packaging, branded collateral",Asia's 50 Best regulars; ongoing demand,https://www.ministryofcrab.com/colombo/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Café Kumbuk (and Kumbuk Kitchen),Café,Colombo,cafekumbuk.com,"Menus, cups, takeaway boxes",Second concept added; ongoing demand,https://www.cafekumbuk.com/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Gamma Pizzakraft Lanka (Pizza Hut),QSR chain,Colombo,pizzahut.lk,"Pizza boxes, menus, POS material, outlet signage",120+ outlets; largest restaurant operator,https://lk.linkedin.com/company/gamma-pizzakraft-lanka,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Cargills (Ceylon) PLC (KFC franchise),QSR / retail,Colombo,cargillsceylon.com,"Buckets, boxes, bags, menus, POS, annual report",62 KFC outlets (Apr 2024); expanding,https://www.cargillsceylon.com/restaurants/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Softlogic Restaurants (Burger King),QSR chain,Colombo,softlogic.lk,"Wraps, bags, cups, menus, outlet signage","20+ outlets islandwide incl. Kandy, Kurunegala",https://www.ft.lk/Dining/burger-king-opens-its-14th-outlet-in-kiribathgoda/39-604047,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",The Coffee Bean & Tea Leaf Sri Lanka,Café chain,Colombo,—,"Cups, sleeves, menus",3 Colombo branches; ongoing demand,https://www.halaltrip.com/other/blog/cafes-in-colombo-sri-lanka/,yes
"Services, institutions & tenders","Hotels, resorts, boutique villas, restaurant groups, cafés and bakeries",Hotel Show Colombo 2026 exhibitors (hotel suppliers),Trade show,Colombo,hotelshowcolombo.com,"Exhibitor brochures, stand graphics, banners",Show held 24–26 Jul 2026 at SBMEC; annual,https://www.hotelshowcolombo.com/,yes
"Services, institutions & tenders","Banks, finance companies, insurers, telcos and leasing companies",Bank of Ceylon,State bank,Colombo,boc.lk,"Diaries, notebooks, forms, branch signage, annual report",Tender: printing/supply of BOC diaries & notebooks 2027 (Jul 2026); Badalgama branch May 2026,https://www.tendersontime.com/authority/bank-of-ceylon-tenders-5753/,yes
"Services, institutions & tenders","Banks, finance companies, insurers, telcos and leasing companies",Commercial Bank of Ceylon PLC,Commercial bank,Colombo,combank.lk,"Annual report, AGM packs, forms, branch signage",AR 2025 approved 26 Feb 2026; AGM 31 Mar 2026; Port City branch,https://www.marketscreener.com/news/commercial-bank-of-ceylon-annual-report-2025-ce7e5fdedf80f523,yes
"Services, institutions & tenders","Banks, finance companies, insurers, telcos and leasing companies",Sampath Bank PLC,Commercial bank,Colombo,sampath.lk,"Branch signage, brochures, forms, annual report",Opened first Colombo Port City branch (2026),https://economynext.com/sri-lankas-sampath-bank-opens-first-branch-in-colombo-port-city-274750/,yes
"Services, institutions & tenders","Banks, finance companies, insurers, telcos and leasing companies",People's Bank,State bank,Colombo,peoplesbank.lk,"Forms, passbooks, brochures, signage, annual report",700+ branch network; ongoing demand,https://en.wikipedia.org/wiki/People%27s_Bank_(Sri_Lanka),yes
"Services, institutions & tenders","Banks, finance companies, insurers, telcos and leasing companies",Hatton National Bank PLC,Commercial bank,Colombo,hnb.net,"Annual report, forms, POS material",Annual report season Q1; ongoing demand,https://www.crib.lk/en/about-us/member-institutions,yes
